,userId,movieId,rating
44868,298,5564,0.5
84560,543,2791,5.0
73274,474,818,3.0
45444,298,129354,0.5
59456,387,1278,3.0
72085,464,1610,5.0
38713,266,924,5.0
50602,326,89864,3.5
49903,320,3703,3.0
29627,202,2268,4.0
31751,219,3052,5.0
30440,212,99114,4.5
80453,509,2090,3.0
911,7,1917,4.0
74751,474,7093,3.5
95355,600,1674,3.0
36621,249,3793,4.0
31319,217,2412,1.0
55500,368,903,3.0
83714,534,4446,4.0
92023,596,69844,3.5
81164,514,1388,3.0
30537,213,2162,3.5
2574,19,1648,2.0
30159,210,135143,4.5
25528,177,44193,5.0
7912,53,249,5.0
45980,305,541,4.0
95672,600,4816,4.5
13636,89,3751,4.0
23319,160,849,4.0
100185,610,44597,4.0
54897,364,805,4.0
32064,220,260,5.0
88379,570,4022,4.5
95284,600,1206,5.0
60798,392,1221,5.0
64145,414,6503,3.5
1810,18,442,3.0
52154,339,6539,3.0
31738,219,2918,3.0
46713,306,152081,4.0
49258,318,4995,3.5
65906,425,196,3.5
3536,21,96004,2.0
82906,525,8981,3.5
7259,50,32659,2.5
98668,608,3,2.0
63675,414,4343,2.0
37248,249,102481,3.5
6310,42,4623,4.0
44680,298,2424,0.5
39598,274,2137,3.5
68793,448,1021,2.0
10421,68,316,3.5
78211,484,76293,4.0
24501,169,4992,4.0
39424,274,1206,4.5
61236,401,38038,3.5
74847,474,7834,4.0
95692,600,5339,3.5
542,5,380,2.0
78890,489,5015,0.5
82252,522,1356,4.5
86381,560,31696,3.5
100371,610,68157,5.0
2621,19,1918,3.0
3170,20,4886,4.0
42250,288,1023,5.0
18784,121,62,5.0
38589,265,1956,4.0
51122,330,2797,4.0
33316,226,3471,3.0
86289,560,5072,3.5
60625,391,2291,3.0
34627,232,56757,4.5
29906,204,90746,3.5
30191,211,1198,4.5
4945,32,78,4.0
21519,140,5107,4.0
44304,294,2805,2.0
93075,599,1278,3.5
41351,280,6863,3.5
86962,561,54286,4.5
48535,313,3996,1.0
27062,182,33493,2.0
5835,41,86882,3.5
94586,599,48385,3.0
73354,474,1023,3.0
7510,51,1304,5.0
56455,373,590,4.0
54411,357,6323,3.5
49335,318,7460,3.5
79495,494,1291,5.0
52577,343,52328,5.0
80778,509,93840,4.0
13323,84,1258,4.0
54175,357,589,3.5
44742,298,3617,2.5
76783,480,6156,3.0
76915,480,30822,3.0
54363,357,3549,4.5
30445,212,103341,3.5
63181,414,2605,1.0
83240,527,1961,5.0
66949,432,6534,3.5
33465,226,7263,4.0
59684,387,2970,4.5
40175,274,8810,2.0
79755,495,136562,4.5
89264,579,1032,3.0
17631,111,69844,4.0
7412,50,175693,2.5
48618,314,196,3.0
59923,387,5445,3.0
80255,505,47,5.0
81381,514,46578,4.0
47752,308,1196,2.5
5662,41,288,3.0
51718,334,3793,3.5
31269,217,2161,2.0
10434,68,364,4.5
70360,448,132333,5.0
11835,73,4886,4.0
18635,119,60069,4.0
6216,42,3259,4.0
46672,306,88785,3.0
99055,608,2502,5.0
688,6,289,3.0
84465,542,3949,4.0
50838,328,6378,3.0
5281,35,222,4.0
51079,330,1584,2.5
65734,423,1080,2.0
11700,70,1959,4.5
83831,534,53138,3.5
19973,132,593,3.5
56219,372,589,4.0
80374,509,5,1.5
87003,561,80463,4.0
878,7,165,4.0
25034,177,1096,4.5
79837,497,96829,5.0
68505,446,50,4.0
71564,462,300,2.5
83534,532,4863,2.0
48422,313,2140,5.0
11716,70,4995,4.5
64149,414,6536,3.5
32247,220,62999,3.0
64809,414,81564,4.0
96102,603,16,4.0
92874,599,595,3.5
17781,111,122900,3.0
17835,111,158872,0.5
100143,610,34534,3.0
26676,182,3761,4.0
59482,387,1380,1.5
83238,527,1909,5.0
43989,294,293,3.0
76191,479,4488,3.0
16060,104,3034,4.0
51592,332,58559,4.0
15207,98,66934,4.0
55245,367,1198,5.0
20391,135,832,4.0
87174,562,2485,5.0
30610,214,648,3.0
55889,369,1077,3.5
98917,608,1566,4.0
45204,298,68600,2.0
14573,91,4386,4.0
83496,532,593,4.0
94363,599,26344,3.0
97567,606,1217,4.0
34301,232,8636,4.0
32950,224,2791,5.0
94239,599,7117,2.0
74204,474,4035,3.0
51421,332,1291,4.0
15301,100,11,4.0
14069,90,14,5.0
57136,380,2004,4.0
47884,309,2764,4.0
54721,361,8644,3.0
59334,387,899,3.0
83893,534,69275,4.0
68374,444,6,4.0
24458,169,3536,5.0
92250,597,942,4.0
33977,232,1713,3.0
37450,251,296,5.0
49672,318,87222,4.0
9647,64,2248,4.0
57073,380,1485,4.0
83140,526,6807,5.0
93067,599,1263,3.0
41752,284,173,4.0
29069,200,3148,3.5
78474,489,10,2.5
97799,606,2672,3.0
58339,381,4973,5.0
21451,140,4226,3.0
79051,489,56367,3.0
20208,132,7444,3.5
9706,64,3030,4.0
1741,17,3702,3.5
4742,28,64614,4.0
36957,249,59421,3.5
89507,580,2826,4.0
10792,68,2694,3.5
98940,608,1676,3.5
12007,73,128520,3.5
28989,200,1213,4.0
27681,187,5618,5.0
34419,232,34405,3.5
10777,68,2572,4.5
51123,330,2858,4.5
82312,522,6283,4.0
25728,177,87232,4.0
22401,152,64620,4.0
17739,111,104218,4.5
20969,139,7438,3.0
17462,111,6548,3.5
67064,433,593,4.0
30769,216,1220,3.0
82142,520,8644,4.0
22484,153,3623,0.5
23000,156,3310,3.0
30010,209,1198,5.0
14355,91,1580,3.5
21080,139,115617,3.0
12244,75,3681,5.0
12048,74,1247,4.0
79359,492,765,5.0
2288,19,54,2.0
73426,474,1221,5.0
81315,514,4291,2.0
26624,182,3363,3.0
59524,387,1884,4.0
47180,307,3409,2.0
45839,304,1200,4.0
58288,381,3489,4.0
66209,426,1197,5.0
5517,39,1968,5.0
82067,520,2542,4.0
52891,347,153,3.0
70485,448,157312,1.5
80877,510,1258,4.0
21928,143,7293,5.0
84239,538,56152,4.5
1859,18,1208,3.5
16778,105,99145,4.5
89479,580,2311,3.0
21181,140,920,5.0
38242,263,39,4.0
39445,274,1266,3.5
97900,606,3507,4.0
39914,274,4553,4.5
67547,437,852,5.0
20216,132,8873,2.0
82192,521,661,4.0
36385,249,104,3.5
25214,177,2804,5.0
44244,294,2355,3.0
96418,603,1283,5.0
84280,539,59784,4.5
43181,289,1917,3.0
93112,599,1390,1.0
91234,590,69844,4.0
81059,513,457,4.5
78416,488,1956,2.5
62255,413,2329,5.0
88413,571,253,5.0
65052,415,3362,4.0
90061,586,527,2.5
11786,72,1193,4.0
41812,284,588,5.0
49344,318,8368,3.0
79860,498,296,4.0
72117,464,4022,5.0
95488,600,2541,1.0
5559,40,26,4.0
25480,177,30707,5.0
11921,73,70293,3.5
7803,52,5418,5.0
78728,489,2245,3.5
24392,169,1282,4.0
42906,288,4492,3.0
11327,68,51540,3.0
26540,182,2843,5.0
9699,64,2908,4.5
45315,298,89190,0.5
66847,432,1246,4.5
58978,385,94,4.0
71220,455,315,3.0
76799,480,6537,3.0
1557,15,122904,2.0
2314,19,252,3.0
50334,325,2231,4.0
37507,252,168418,4.0
19501,125,127202,4.0
91444,593,2144,1.5
66058,425,2571,3.5
86933,561,34405,4.0
48694,314,830,3.0
71670,462,1721,2.5
70767,452,2648,4.0
88586,572,1252,5.0
33026,225,2455,4.0
41338,280,4963,4.5
24765,173,527,5.0
94288,599,7845,3.0
10166,66,2716,3.5
60141,387,26151,3.5
41260,280,441,4.5
83454,530,500,3.0
62832,414,1476,4.0
25056,177,1225,3.0
58623,382,2028,4.5
25471,177,25797,3.5
26371,182,1673,4.5
94402,599,26812,2.5
24200,167,7247,2.5
50540,326,30812,1.5
50208,325,104,2.0
91206,590,55765,3.5
70191,448,107141,4.0
31399,217,2917,3.0
15067,96,1079,5.0
94413,599,27008,1.0
29239,200,50802,3.0
44519,297,1422,1.0
52106,339,3578,5.0
74269,474,4326,2.5
1303,11,1573,3.0
22850,156,1425,3.0
60979,395,256,3.0
95138,600,223,2.5
54830,362,51540,4.5
20461,135,1676,3.0
82412,523,364,5.0
27274,185,1721,3.0
84397,541,551,3.0
8460,57,3269,3.0
59250,387,111,4.5
87409,563,45720,4.0
2270,18,177593,4.5
2492,19,1238,3.0
50480,326,527,4.5
2312,19,231,2.0
93039,599,1222,3.5
28108,195,431,4.0
52777,346,1997,4.0
12718,81,329,4.0
77274,483,362,2.5
81130,514,1193,4.0
4374,28,2916,3.0
56907,380,172,4.0
61384,404,318,4.0
33729,229,590,3.0
99366,608,6281,4.0
45016,298,30825,2.0
67331,435,2712,3.5
56829,378,69481,4.0
26452,182,2273,3.5
77590,483,4016,4.0
34914,234,48,5.0
20275,133,288,2.0
60054,387,7336,3.5
7010,47,69122,0.5
18324,116,2080,3.5
74928,474,8614,3.0
78920,489,5943,0.5
43545,292,1022,3.0
35283,238,4265,3.0
8192,57,1129,3.0
45903,304,1777,4.0
78594,489,920,4.0
84394,541,540,3.0
74185,474,3992,3.5
28452,198,1960,3.0
31725,219,2716,4.0
9396,63,86290,5.0
35786,242,39,3.0
11538,68,86332,3.5
5598,40,236,4.0
88452,571,1924,5.0
65855,424,51540,3.0
51162,330,5294,4.0
61190,400,52722,2.5
39917,274,4638,2.5
100451,610,79091,4.0
4754,28,68319,3.5
85585,555,2148,2.0
12900,82,5507,3.5
75823,477,5971,4.0
1298,11,1391,1.0
53937,356,2599,3.0
51820,335,592,5.0
61705,408,122900,5.0
64554,414,48043,4.0
28683,199,1285,4.0
64846,414,90405,3.5
36696,249,5449,3.0
70622,451,481,3.0
8357,57,2289,3.0
100202,610,46578,5.0
20057,132,2144,3.0
26377,182,1704,4.0
27348,186,952,4.0
38780,266,1923,3.0
40247,274,33085,2.5
37866,256,98809,3.5
3776,22,69757,0.5
3930,24,1663,3.5
13588,89,1269,2.5
88316,570,1358,3.0
88689,573,185,3.5
50783,328,2294,3.5
37953,259,786,0.5
12443,78,1370,4.0
24403,169,1487,4.0
8315,57,1907,4.0
23566,160,3114,2.0
50328,325,2159,5.0
21819,141,45517,3.5
92150,596,177763,3.5
9328,63,6539,4.0
72853,469,3178,3.0
8653,59,969,5.0
677,6,267,3.0
6147,42,2580,4.0
25126,177,1955,5.0
33627,227,91658,4.0
71365,458,195,4.0
46800,307,357,3.0
69262,448,3882,3.0
19214,124,3252,4.5
92354,597,1479,2.0
3994,24,70286,4.0
88171,567,180031,4.0
22786,156,1094,4.0
79181,490,46976,3.5
55286,367,2396,4.0
78105,484,4025,3.0
89948,584,316,3.0
44062,294,671,1.0
54417,357,6593,4.0
36752,249,6958,2.0
32013,219,54272,3.5
68914,448,1680,3.0
5715,41,2858,4.0
74629,474,6581,3.0
74088,474,3502,2.5
53429,352,91658,4.0
5170,33,2355,5.0
72995,470,786,3.0
39838,274,3918,3.5
33451,226,6874,3.5
30180,211,50,4.0
17825,111,150548,4.5
39283,274,253,4.5
68889,448,1479,3.0
18585,119,5010,4.0
39254,274,87,3.0
25285,177,3990,2.5
7035,47,106782,3.5
50458,325,5400,2.0
6860,45,8636,3.5
24539,169,5991,5.0
73555,474,1617,5.0
68490,445,109374,5.0
23668,161,596,3.5
50046,322,2959,4.0
92908,599,741,5.0
54528,358,48412,3.5
12457,78,3809,3.0
23755,163,1747,3.0
37209,249,96610,5.0
16883,105,145994,5.0
41780,284,344,5.0
83432,529,784,1.0
94200,599,6882,2.5
50965,330,153,3.0
48471,313,2797,1.0
85200,553,60753,4.0
19862,131,608,4.0
64191,414,6755,3.5
37854,256,73321,4.0
24736,172,1994,3.5
47005,307,1895,2.0
98655,607,3755,5.0
97943,606,3978,3.5
58258,381,2692,4.0
12656,80,71135,4.0
26054,181,453,3.0
1588,16,904,3.5
50269,325,1234,4.0
92606,598,4963,4.0
34756,232,81512,4.0
25671,177,71970,4.0
68838,448,1223,4.0
14624,91,5693,4.5
5043,33,50,5.0
43795,292,58559,4.0
35960,245,2599,3.0
70018,448,92439,2.0
65967,425,1036,3.5
42868,288,3994,4.5
11299,68,47970,4.5
40127,274,7347,3.0
35258,238,421,2.0
96184,603,326,5.0
5014,32,1104,5.0
43936,292,166528,4.0
81027,512,364,4.0
76196,479,4621,3.0
83898,534,70183,3.5
98430,606,48997,4.0
58948,384,3752,3.0
65831,424,5388,5.0
34977,234,1215,2.0
28641,199,1060,5.0
81908,517,105504,3.0
37287,249,107348,4.5
74887,474,8338,4.0
87772,566,497,4.0
32142,220,2762,5.0
20610,135,4776,5.0
2746,19,2455,2.0
45673,302,1198,5.0
83545,533,2288,5.0
8736,60,527,5.0
96502,603,1641,4.0
57144,380,2028,5.0
62401,414,236,3.0
17137,109,344,2.0
82538,524,494,5.0
96381,603,1217,4.0
3106,20,3624,2.0
7569,51,2249,5.0
95647,600,4380,3.0
1311,11,1693,5.0
1428,14,586,3.0
53301,352,3793,3.0
34967,234,1030,4.0
1717,17,1291,4.0
65222,418,1222,4.0
32732,222,6888,3.0
28257,195,4223,3.0
65595,421,527,5.0
28886,199,7323,3.0
71711,462,2683,3.5
16810,105,108981,4.5
71858,462,8781,3.0
99122,608,3146,2.0
69397,448,4848,3.0
68869,448,1377,3.0
87237,562,5377,4.5
55689,368,2412,2.0
41947,286,5445,2.0
79536,495,1485,4.5
89066,577,368,4.0
69221,448,3618,4.0
67119,434,608,5.0
12897,82,5449,4.0
82156,520,59315,5.0
47748,308,1036,1.0
40370,274,51255,5.0
10194,66,3198,4.0
29914,205,1222,3.5
67735,438,1876,3.0
30369,212,51540,4.0
66808,432,168,4.5
40166,274,8604,2.0
7270,50,45517,2.0
49254,318,4958,3.5
81000,512,2,3.0
83557,533,46578,3.5
53864,356,720,5.0
100047,610,8526,3.0
38256,263,377,3.0
74063,474,3420,2.5
51416,332,1258,3.5
98412,606,47099,3.5
52009,339,1,4.0
94777,599,81229,3.0
3402,21,8644,4.0
92864,599,577,1.5
2554,19,1556,1.0
10688,68,2006,4.0
2905,19,3440,2.0
14769,93,1377,4.0
72157,464,62374,4.5
17643,111,73017,3.5
83499,532,858,5.0
96316,603,1028,4.0
100266,610,54736,3.5
83032,525,89745,4.5
3322,21,2990,4.5
96684,603,2544,3.0
85236,554,1207,5.0
99412,608,7143,4.0
23588,160,3477,3.0
90384,587,2797,5.0
88262,570,442,2.5
98110,606,5929,3.0
2558,19,1573,4.0
54658,361,500,3.0
62534,414,540,2.0
75211,475,784,4.0
53390,352,67923,1.5
93448,599,2542,3.5
27342,186,914,4.0
9061,62,106072,3.5
94581,599,47610,2.5
85258,554,2028,5.0
72332,466,8368,4.5
20363,135,377,4.0
96553,603,1947,5.0
16475,105,6874,4.0
17586,111,56757,3.5
67956,438,5106,2.0
47696,307,64622,4.0
2872,19,3247,3.0
17098,109,104,2.0
65955,425,762,2.5
79829,497,7153,2.0
91954,596,7615,4.5
39018,268,2796,2.0
12140,74,8340,3.5
19107,122,117529,4.0
68303,441,8874,5.0
21046,139,72998,1.5
30526,213,1214,4.5
81373,514,26375,4.0
54498,357,81562,4.0
24679,171,780,4.0
57137,380,2005,3.5
85695,555,2694,4.0
43588,292,2001,4.0
29070,200,3176,4.0
66618,428,5630,3.0
9746,64,3617,3.0
48859,317,3578,3.0
21232,140,1270,3.0
18795,121,252,3.0
94756,599,77201,2.5
74834,474,7753,3.5
34090,232,4368,2.5
94955,599,110882,3.0
99928,610,5833,5.0
47097,307,2501,2.5
57048,380,1270,5.0
4976,32,527,4.0
44849,298,5254,2.5
15599,103,524,3.5
22382,152,1221,4.0
64438,414,36519,2.5
93722,599,3752,1.5
94920,599,102590,3.0
19019,122,55820,5.0
23899,166,1193,4.0
90970,590,3827,3.0
19345,125,45440,4.5
64627,414,53322,3.0
96626,603,2290,4.0
25202,177,2716,4.0
90867,590,2716,4.0
12868,82,4255,2.0
37897,256,135887,4.5
63868,414,5112,3.0
92924,599,788,2.5
93893,599,4568,2.5
19952,132,337,3.0
93312,599,2100,2.5
68554,446,497,4.0
90323,587,1356,4.0
69465,448,5507,1.0
99087,608,2723,1.0
88139,567,157200,2.0
1418,14,480,3.0
80563,509,7151,3.0
74082,474,3479,2.0
14500,91,3182,4.0
81432,514,112852,3.0
80110,503,2389,3.5
92580,597,2956,3.0
74059,474,3396,3.0
96883,603,3415,4.0
17657,111,79091,3.5
82169,521,7,3.0
50095,323,110,2.0
75991,477,62336,5.0
55740,368,2890,3.0
73265,474,733,4.0
2969,19,3798,2.0
7476,51,912,3.0
45125,298,55830,2.0
35338,239,539,4.0
15991,104,936,3.5
60431,391,300,4.0
67679,438,1047,3.0
2055,18,30812,4.0
97016,603,4713,4.0
100418,610,73017,3.5
25907,179,288,4.0
14313,91,1265,4.0
67286,434,49272,4.0
55170,365,156609,4.5
84474,542,4886,3.5
30402,212,72998,3.0
75471,477,480,4.0
86991,561,74458,3.0
25484,177,30825,3.0
98503,607,380,4.0
66295,427,2076,4.0
10969,68,4085,2.0
14090,90,728,3.0
37732,256,260,4.0
11515,68,79091,3.0
34949,234,592,4.0
55932,369,2571,4.5
51157,330,4896,4.5
16384,105,4325,4.0
81148,514,1288,4.0
47849,309,1204,4.0
18195,115,1566,5.0
11086,68,5991,3.5
82002,520,586,4.0
41061,278,3148,4.0
96425,603,1292,4.0
4914,31,1240,4.0
64146,414,6510,3.0
91735,595,1199,5.0
32838,222,106782,5.0
57869,380,79702,4.0
20888,138,59784,5.0
98363,606,33237,4.0
50963,330,141,4.0
7719,51,5505,4.0
95182,600,429,3.0
65011,415,858,5.0
94309,599,8477,4.0
58691,382,7149,3.5
64606,414,51931,3.5
54474,357,56339,4.5
89370,580,720,3.0
85692,555,2671,4.0
39634,274,2392,1.5
37465,251,5971,5.0
48413,313,2087,2.0
73032,472,1221,5.0
10568,68,1267,2.0
20571,135,3481,3.0
90939,590,3471,4.5
44620,298,1274,4.0
35660,240,427,2.0
47079,307,2373,1.0
91968,596,31221,2.5
100271,610,54999,3.0
5528,39,2366,5.0
93621,599,3265,4.0
94668,599,59947,2.0
23113,158,2605,2.5
61239,401,48982,3.5
78486,489,48,4.0
66120,425,5254,4.0
73458,474,1263,3.0
14225,91,586,2.0
61843,410,11,3.0
48253,313,170,3.0
47026,307,2018,3.0
48286,313,733,2.0
66931,432,5418,4.5
38943,268,1238,5.0
81262,514,2901,2.0
31388,217,2816,3.0
74533,474,6031,4.0
12933,82,6593,3.0
81179,514,1673,4.5
5162,33,2272,3.0
82620,525,62,3.5
45361,298,101025,0.5
76622,480,3858,4.0
45806,304,708,4.0
23866,166,10,4.5
14796,93,2161,5.0
52564,343,7256,4.0
32107,220,1393,4.5
78304,487,260,4.0
69929,448,85022,3.0
39105,271,1093,3.0
94871,599,95165,4.0
86684,561,1378,4.0
62747,414,1234,5.0
52101,339,3409,4.0
87343,563,1387,4.0
39692,274,2762,4.0
13678,89,6271,2.0
79953,500,1885,3.0
96176,603,305,1.0
84907,551,111362,3.5
74507,474,5873,3.5
25996,181,132,3.0
100765,610,135534,3.5
23699,161,45732,0.5
71349,457,3897,4.0
44646,298,1779,2.0
80689,509,60760,3.0
16340,105,3617,3.5
12496,79,1240,4.0
57722,380,46948,4.0
6915,46,592,3.0
47164,307,3177,2.0
75744,477,3811,4.0
16366,105,3996,4.0
84428,542,1200,4.0
77772,483,48516,4.5
93565,599,3036,3.5
87251,562,6874,4.5
2616,19,1906,2.0
50363,325,2894,4.0
6950,47,2407,2.0
87644,564,97921,3.5
84657,546,608,2.0
71056,453,3481,3.0
27138,184,35836,2.5
72314,466,5816,5.0
77414,483,1704,4.5
86273,560,4310,3.5
91757,596,329,3.0
76388,480,1258,5.0
96707,603,2630,4.0
60915,393,73017,5.0
58845,382,131934,1.0
80424,509,1243,4.0
29535,202,1283,4.0
97758,606,2367,3.5
81185,514,1784,4.0
57592,380,8798,5.0
39792,274,3552,4.0
63201,414,2694,3.0
58699,382,7570,3.5
87495,563,100527,4.0
75946,477,51255,4.5
36097,246,32587,4.5
49467,318,53996,3.5
50268,325,1228,5.0
31496,217,5060,3.0
37296,249,109483,3.0
46199,305,6586,4.0
91726,594,8869,5.0
72659,469,1610,3.0
78865,489,4356,4.0
90692,590,1254,4.0
20226,132,27815,3.0
100715,610,114795,2.5
41843,285,2804,4.0
33353,226,4220,4.0
64770,414,70336,2.5
63842,414,5016,4.0
54930,365,2716,3.0
40940,275,5241,5.0
32379,221,1358,3.5
4039,26,34,3.0
31005,217,656,2.0
80968,511,55814,4.0
75154,474,48598,4.0
43821,292,69278,2.5
5064,33,318,4.0
88592,572,1276,5.0
29832,204,858,4.0
15806,103,8368,2.0
16809,105,108932,3.5
23947,166,2918,3.5
87665,564,117590,5.0
37002,249,68319,3.5
33961,232,1265,4.0
27046,182,7449,2.5
16591,105,44665,5.0
29918,205,6874,4.5
29612,202,2115,3.0
90105,586,3114,4.5
28199,195,2710,1.0
4668,28,54286,4.0
30307,212,2078,4.0
59882,387,4911,3.5
98601,607,2422,2.0
22057,144,2683,2.0
19814,129,40815,4.0
1216,10,79091,5.0
23432,160,1917,1.0
4299,28,1275,2.0
4341,28,2105,4.0
82460,523,65261,5.0
14945,95,2571,5.0
93871,599,4470,2.0
52141,339,5618,5.0
77692,483,7373,1.5
97301,605,36401,2.0
89030,575,2606,2.0
24674,171,714,5.0
24533,169,5941,4.0
66693,429,279,3.0
36714,249,5989,3.5
18871,122,1200,5.0
9447,64,112,3.0
42839,288,3809,3.0
586,6,45,3.0
65007,415,588,4.0
54143,357,246,4.5
88097,567,135288,3.0
1623,16,1704,3.5
4045,26,208,2.0
6,1,101,5.0
55705,368,2533,3.0
49165,318,2761,3.5
29201,200,30825,4.0
10958,68,4019,4.0
77569,483,3618,4.0
86150,560,551,4.0
70140,448,103141,4.0
79256,491,6373,4.5
69335,448,4339,4.0
44969,298,7454,1.5
94736,599,72479,3.5
53190,351,90376,3.5
84174,537,5989,5.0
64100,414,6266,3.0
33587,227,27846,4.0
54960,365,5110,2.5
19913,131,62336,3.5
57215,380,2700,5.0
57644,380,32029,3.0
32943,224,2144,5.0
91618,594,2571,5.0
36708,249,5810,4.5
74513,474,5944,3.5
61033,396,903,4.5
82076,520,2791,4.0
57394,380,4735,3.0
13597,89,1682,0.5
32292,221,778,4.5
46191,305,5956,4.5
31588,219,673,3.5
48699,314,1266,3.0
89359,580,555,2.5
95392,600,2021,3.0
42842,288,3833,2.0
15033,95,6942,4.0
51518,332,4308,5.0
62333,414,78,3.0
36964,249,60072,4.5
35705,240,1356,5.0
86830,561,4027,4.0
45556,301,589,0.5
51844,336,163,5.0
56101,371,2297,5.0
67304,434,69122,4.5
39946,274,4954,4.0
86921,561,30749,3.5
54956,365,4963,2.5
33768,230,786,2.0
5299,36,544,3.0
58090,380,182639,4.0
73257,474,648,3.5
66440,428,1240,2.5
17278,111,585,2.5
96858,603,3257,2.0
29460,202,912,5.0
93770,599,3973,0.5
49373,318,27328,4.5
69589,448,7454,2.0
12408,77,54286,3.0
34771,233,586,3.0
54559,359,587,4.0
73986,474,3115,4.0
57491,380,6294,2.5
67041,432,80219,3.0
96510,603,1676,5.0
88880,573,33162,4.5
63093,414,2340,2.0
97654,606,1674,4.0
56261,372,1061,3.0
42053,287,3398,3.5
72736,469,2288,5.0
99246,608,4270,3.5
76884,480,8910,4.5
86397,560,38061,4.5
32547,221,8228,4.5
64999,415,260,4.0
98156,606,6466,4.0
93891,599,4563,2.0
37298,249,109578,3.5
82865,525,6564,2.0
97607,606,1306,3.5
59472,387,1339,4.0
780,6,502,3.0
56669,377,410,4.0
12431,78,608,2.0
44578,298,780,2.5
24446,169,3114,4.5
84338,541,132,4.0
100736,610,121231,5.0
49509,318,60408,4.0
87888,567,33794,2.5
89651,580,7153,4.0
21206,140,1101,4.5
55930,369,2427,4.0
17064,108,5349,5.0
66378,428,173,3.0
9501,64,595,3.5
95966,602,6,3.0
5152,33,1888,4.0
46805,307,377,1.0
5732,41,4034,3.5
61649,408,54286,4.0
21011,139,53121,1.0
19604,126,316,1.0
7483,51,1011,1.5
12890,82,5296,3.5
12302,76,1221,4.5
14218,91,539,2.5
76046,479,24,3.0
988,7,8908,4.5
4323,28,1682,1.5
23056,156,6297,4.0
29206,200,33679,5.0
72865,469,3362,4.0
469,4,3204,4.0
66526,428,2953,1.0
69162,448,3198,4.0
40032,274,6157,2.5
74177,474,3966,3.5
50434,325,4591,3.0
94142,599,6523,2.0
87300,562,78499,4.5
60612,391,2078,5.0
76235,480,32,4.0
4674,28,55094,3.5
70759,452,2529,4.0
77466,483,2273,3.0
56418,373,318,5.0
30037,209,96079,4.0
40101,274,7001,3.5
4855,30,1291,5.0
47144,307,2962,3.0
58808,382,95796,0.5
27269,185,919,3.0
50190,324,3910,4.0
47237,307,4127,1.5
70944,453,1653,4.0
21238,140,1307,3.5
79128,490,356,3.5
98208,606,7033,3.0
3053,20,2092,3.0
56906,380,165,5.0
9379,63,64285,4.5
23675,161,1223,5.0
8401,57,2701,1.0
75347,475,122918,3.0
32653,222,1610,3.5
67809,438,3090,4.0
63035,414,2141,4.0
1664,16,78499,4.5
17885,111,174045,4.0
55275,367,2018,5.0
16019,104,1688,3.0
84102,535,2574,1.0
17160,109,440,3.0
43493,292,19,1.5
43990,294,296,4.0
100793,610,142598,4.0
61618,408,5418,4.5
54054,356,30810,4.0
5795,41,49530,4.0
67014,432,60040,4.0
98753,608,430,2.5
33794,230,1883,0.5
71099,453,4011,5.0
48935,317,76251,3.0
72278,465,3706,4.0
57501,380,6502,3.0
55908,369,1442,3.5
95476,600,2455,2.0
60265,388,1203,1.0
72150,464,58559,3.5
49951,321,367,4.0
32432,221,2762,3.5
39817,274,3752,4.0
59561,387,2076,4.5
86607,561,356,4.0
94332,599,8807,2.5
33995,232,2080,2.5
36869,249,47099,4.0
86513,560,88125,3.0
27613,187,1729,4.0
29601,202,2011,3.0
12731,82,2,3.0
83799,534,37729,4.0
79498,494,3578,5.0
52787,346,2442,3.5
11222,68,30816,3.0
48768,316,2723,3.0
84334,541,47,1.0
38272,263,736,4.0
41791,284,377,5.0
36758,249,7153,5.0
66059,425,2600,4.5
90792,590,2058,3.5
45998,305,904,4.5
80377,509,19,4.0
39609,274,2205,2.5
19721,129,2021,3.5
65893,425,70,4.0
21403,140,3681,4.0
8863,62,4973,4.5
73266,474,736,2.0
59828,387,4235,4.5
17512,111,32598,3.0
23979,166,4963,4.5
12389,77,3948,3.0
25697,177,79132,5.0
21224,140,1240,3.0
15170,98,1270,3.0
62066,411,280,4.0
82102,520,4025,3.5
24650,171,176,5.0
26993,182,6541,2.0
17291,111,1060,1.0
16826,105,115617,3.5
78207,484,71268,5.0
22862,156,1665,2.0
91073,590,6188,2.5
65939,425,527,4.0
62604,414,784,3.0
72611,469,1269,4.0
59943,387,5891,3.0
98617,607,2846,3.0
86214,560,2672,4.0
40752,275,2054,2.0
32781,222,66744,4.0
22710,156,344,3.0
50132,323,475,4.0
18518,118,590,4.0
97701,606,2005,2.5
14208,91,474,3.5
283,3,3024,4.5
8111,57,552,2.0
82012,520,1080,4.0
24137,167,2447,1.5
96503,603,1645,3.0
100425,610,73876,4.0
61251,401,72737,3.5
18672,119,89087,4.5
20849,137,5385,4.5
90058,586,380,4.5
89395,580,1183,4.0
87424,563,55451,3.5
39808,274,3697,2.5
42336,288,1292,3.0
83934,534,81229,4.0
88039,567,110553,1.0
32433,221,2804,3.5
43004,288,6645,3.5
85354,555,471,3.0
15880,103,78469,2.5
100781,610,139511,3.0
72819,469,2916,4.0
39783,274,3481,4.0
28526,198,3897,2.0
33916,232,318,5.0
81946,518,2657,4.5
2541,19,1474,2.0
71167,454,1341,4.5
90193,586,97225,4.0
61140,399,2858,0.5
72423,468,47,5.0
80190,504,2353,4.0
33934,232,661,3.0
64032,414,5872,3.0
92106,596,122904,4.0
40161,274,8464,3.5
54746,362,47,4.5
83964,534,90746,3.5
